Speaker ID,Text_en,Text_ortho,Sent ID,Sound Url
Sp368,"Look, what you'll do is lie to them and say I'm a Christian.",See wetin you go do be sey you go lie give dem mtchew sey I be christian.,IBA_07_Na-Love_DG__108,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp369,You'll lie?,You go lie?,IBA_07_Na-Love_DG__109,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,Yes now.,Ehen now.,IBA_07_Na-Love_DG__110,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,They won't know.,De no go know now.,IBA_07_Na-Love_DG__111,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,I'll hide this from my family.,I go cut dis one reach house.,IBA_07_Na-Love_DG__112,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,"When we've gotten married, they can't take you away.","If we marry finish, dem no go fit carry you commot.",IBA_07_Na-Love_DG__113,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,It's a serious thing.,Na serious tin now.,IBA_07_Na-Love_DG__114,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp369,You want me to lie to my mom and dad?,"Ah you wan make I lie for my papa, and mama?",IBA_07_Na-Love_DG__115,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,"Not that it's a lie like that, you know.",No be sey lie like dat you know.,IBA_07_Na-Love_DG__116,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,There are some kinds of things that you will do for... to please your heart.,"E get some kind tins wey be sey you go do for, to please your heart.",IBA_07_Na-Love_DG__117,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp369,Okay.,Okay.,IBA_07_Na-Love_DG__118,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,You understand?,Shey you understand?,IBA_07_Na-Love_DG__119,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,Ehe!,Ehen!,IBA_07_Na-Love_DG__120,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp369,"Okay, you say that but another problem is that I have a boyfriend.","Okay you see dat one talk, but anoda wahala be sey I get boyfriend.",IBA_07_Na-Love_DG__121,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,Gaaya!,Gaaaya!,IBA_07_Na-Love_DG__122,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,Uhuh!,Ehen!,IBA_07_Na-Love_DG__123,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp369,I have a boyfriend.,I get boyfriend.,IBA_07_Na-Love_DG__124,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp369,You even said that it's been since first year that you've been wooing me.,You ma talk sey na since hundred level you don dey pursue me.,IBA_07_Na-Love_DG__125,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp369,"And me, I wasn't interested, I didnt know you were serious like this.","And me, I no dey interested, I no know sey you serious like dis.",IBA_07_Na-Love_DG__126,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,Why now?,Why now?,IBA_07_Na-Love_DG__127,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp369,I have someone that I'm dating.,"Me ma get someone wey I dey, I dey follow.",IBA_07_Na-Love_DG__128,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,Why now?,Why now?,IBA_07_Na-Love_DG__129,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,Is the guy as handsome as me?,Di guy fine reach me?,IBA_07_Na-Love_DG__130,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp369,"Aha, the guy is as handsome as you, much more even.",Aha di guy fine reach you die.,IBA_07_Na-Love_DG__131,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,Does he have money?,E get money?,IBA_07_Na-Love_DG__132,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp369,Ah.,Ah.,IBA_07_Na-Love_DG__133,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp369,Of course.,Of course now.,IBA_07_Na-Love_DG__134,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp369,The guy has... he has plenty of money.,"Di guy get, e get money plenty.",IBA_07_Na-Love_DG__135,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,But the guy...,But di guy...,IBA_07_Na-Love_DG__136,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,Let me tell you a fact.,Mah I tell you fact.,IBA_07_Na-Love_DG__137,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,"I went to see a pastor because as I'm here, I don't... I don't discriminate.","I go see one pastor because as I dey so, I no dey, I no dey discriminate.",IBA_07_Na-Love_DG__138,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,Forget it!,Forgeti.,IBA_07_Na-Love_DG__139,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,I'm someone who's open-minded.,I be person wey be sey I get free mind.,IBA_07_Na-Love_DG__140,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,"If I see a Christain, if I see a Babalawo, I will talk to him.","If I see christian, if I see babalawo, I go follow am word.",IBA_07_Na-Love_DG__141,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,We will talk normally.,"We go relate like normal, normal.",IBA_07_Na-Love_DG__142,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,"Then the pastor told me that ah, there's a girl in my department, that heaven brought us together and that ah, they're husband and...","Pastor con tell me sey ah ehn e get one babe for my department o, sey na from heaven de don tie us together, sey ah dem be husband and...",IBA_07_Na-Love_DG__143,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,Then I said hey...,I con talk sey hey...,IBA_07_Na-Love_DG__144,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,"Ah pastor, what kind of girl are you telling me about?","Ah pastor, which kind babe you come dey follow me talk like dis?",IBA_07_Na-Love_DG__145,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,"He then said, ""uh... the girl's name starts with uh... S.""",E con talk sey ehn di babe name start with ehn S.,IBA_07_Na-Love_DG__146,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,Then I started uh...,I con dey ah...,IBA_07_Na-Love_DG__147,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,Which S do I like in the department?,Which S I con like for department o?,IBA_07_Na-Love_DG__148,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,Ha!,Ha!,IBA_07_Na-Love_DG__149,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,Then he told me that uh... H comes after S.,E con tell me sey ehn ehn H come follow S.,IBA_07_Na-Love_DG__150,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,"Ah, so Sh, there's only one.","Ah dat one na Sh now, na only she.",IBA_07_Na-Love_DG__151,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,There's only one Sh we have in the department.,One Sh wey get for department o.,IBA_07_Na-Love_DG__152,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,"Uh... that one... that one is, is Shulamite.","Ehn and dat, dat one na, na Shulamite.",IBA_07_Na-Love_DG__153,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,Then I said I'd talk about it with you.,I con talk sey I go follow you word am.,IBA_07_Na-Love_DG__154,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,"Seriously, the guy, let me tell you.","Seriously, dat guy, mah I tell you.",IBA_07_Na-Love_DG__155,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,The guy doesn't love you.,Di guy no love you.,IBA_07_Na-Love_DG__156,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,Forget it!,Forget.,IBA_07_Na-Love_DG__157,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,The guy doesn't love you.,Di guy no love you.,IBA_07_Na-Love_DG__158,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,I'm the person God has tied you to.,Na me ehn be person wey be sey God don tie you with.,IBA_07_Na-Love_DG__159,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,You understand?,Shey you understand?,IBA_07_Na-Love_DG__160,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp369,"But the thing is that me, I myself have... God has shown me that it's that person I will marry.","But di tin be sey I, me ma, I don, God don show me sey na dat person I go marry.",IBA_07_Na-Love_DG__161,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,Forget it!,Forget!,IBA_07_Na-Love_DG__162,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp369,"I slept, I dreamt, I saw the guy in my dream.","I sleep, I dream, I see di guy live for inside my dream like dis.",IBA_07_Na-Love_DG__163,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,See!,See!,IBA_07_Na-Love_DG__164,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp369,Both of us had our wedding.,"Di two of us, we do wedding.",IBA_07_Na-Love_DG__165,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,See!,See!,IBA_07_Na-Love_DG__166,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp369,"So, for that, there's no argument at all.","So dat one, no argument at all.",IBA_07_Na-Love_DG__167,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp369,He's the one I'll marry.,Na im I go marry.,IBA_07_Na-Love_DG__168,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,"In Yoruba... in Yoruba... in Yoruba, we say something like ala go, that dream, dream is really stupid.","For Yoruba, for Yoruba, for Yoruba we talk something sey ala go, sey dream, dream stupid gan o.",IBA_07_Na-Love_DG__169,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp369,"So, your case, I don't understand then.","So your own ehn, I no con understand o.",IBA_07_Na-Love_DG__170,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,"That dream you had is just an ordinary dream, it's an ordinary dream.","Dat wan wey you dey dream, na dream, na ordinary dream.",IBA_07_Na-Love_DG__171,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,The one that I... that I saw is truly an inspiration.,"One wey me, wey me see eh, na inspiration gbam.",IBA_07_Na-Love_DG__172,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,"God just gave it to that pastor, like go and tell Adams.","God just carry am give dat pastor gben sey oya, go tell Adams o.",IBA_07_Na-Love_DG__173,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,"The pastor went and just rushed to my house like, man, this is what God told me.","Di pastor go just rush reach my house say oya, guy o, na wetin so, so, so God tell me be dis o.",IBA_07_Na-Love_DG__174,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,That's it.,Na im.,IBA_07_Na-Love_DG__175,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,"So, what you had is a dream.","So dat your own, na dream.",IBA_07_Na-Love_DG__176,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,Forget it!,Forgeti!,IBA_07_Na-Love_DG__177,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,Let's for-...,Meh we for-...,IBA_07_Na-Love_DG__178,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp369,Eh?,Eh?,IBA_07_Na-Love_DG__179,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,Don't follow dreams.,No follow dream o.,IBA_07_Na-Love_DG__180,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,"Dreams, ah!","Dream, ah!",IBA_07_Na-Love_DG__181,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,Ah!,Ah!,IBA_07_Na-Love_DG__182,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,Aha!,Aha!,IBA_07_Na-Love_DG__183,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp369,Okay.,Okay.,IBA_07_Na-Love_DG__184,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,Dreams can deceive you.,Dream fit koba person.,IBA_07_Na-Love_DG__185,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp369,"Okay, I've, I've heard you.","Okay I don, I don hear you.",IBA_07_Na-Love_DG__186,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,You understand?,Shey you understand?,IBA_07_Na-Love_DG__187,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp369,I'll think about it.,I go tink about am sha.,IBA_07_Na-Love_DG__188,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,Uh... no.,Ehen no!,IBA_07_Na-Love_DG__189,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp369,"But the thing is that me, I don't like dating two people at once but since you said that a pastor has told you, no problem!","But di tin be sey me, I no dey like to dey double date, but since you talk sey pastor don tell you, no wahala!",IBA_07_Na-Love_DG__190,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp369,But do you know tomorrow is Valentine's Day?,But you know sey tomorrow na Val sha.,IBA_07_Na-Love_DG__191,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,"Uh... tomorrow is Valentine's Day, but...",Ehn tomorrow na Val but...,IBA_07_Na-Love_DG__192,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,What happened then is that my uncle called me yesterday and said it seems like there is something that I want... we want to help him do in Lagos.,"Wetin come go happen be sey my uncle call me yesterday sey e be like sey, e get someting wey I wan, we wan follow am do for Lagos.",IBA_07_Na-Love_DG__193,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp369,Ah!,Ah!,IBA_07_Na-Love_DG__194,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp369,Ah!,Ah!,IBA_07_Na-Love_DG__195,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,It's like I will...,E be like sey I go...,IBA_07_Na-Love_DG__196,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,Wait!,Wait!,IBA_07_Na-Love_DG__197,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,Eh?,Eh?,IBA_07_Na-Love_DG__198,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,"We will celebrate Valentine's Day but it seems like I will not be around, but if I come back uh... we will celebrate Valentine's Day.","We go do Val, but e con be like sey I no go dey around, but if I come back, ehn we go do Val.",IBA_07_Na-Love_DG__199,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp369,Okay!,Okay!,IBA_07_Na-Love_DG__200,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,We'll celebrate it.,We go do am.,IBA_07_Na-Love_DG__201,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,It's no... it's no small thing.,"No be, no be small.",IBA_07_Na-Love_DG__202,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp369,"No, that won't be okay.",No dat one no go make sense now.,IBA_07_Na-Love_DG__203,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp369,"Ah, it's tomorrow, that will be okay.",Aha na tomorrow go make sense pass.,IBA_07_Na-Love_DG__204,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,"Babe, babe, love is something that you always show to people you love every day.","Babe, babe, love na something wey be sey person dey show love one for everyday.",IBA_07_Na-Love_DG__205,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp369,"Okay, I hear you.",Okay I hear you.,IBA_07_Na-Love_DG__206,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp369,Anyways.,Anyway sha.,IBA_07_Na-Love_DG__207,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp369,"You, when are you coming back?","You, na when you go come back?",IBA_07_Na-Love_DG__208,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,On Saturday.,By Saturday.,IBA_07_Na-Love_DG__209,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,Eh.,Ehn.,IBA_07_Na-Love_DG__210,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp369,Okay.,Okay.,IBA_07_Na-Love_DG__211,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp369,"When you come back, the thing is that if you want me to accept you, there is this phone, a new phone, like that...","If you come back, di tin be sey if you wan make I gree for you, e get dis phone, one latest phone like dat...",IBA_07_Na-Love_DG__212,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,I will buy it.,I go get am.,IBA_07_Na-Love_DG__213,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,Don't mention the name.,No mention di name.,IBA_07_Na-Love_DG__214,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp369,"Okay, you will buy it, right?",Okay you go get am abi?,IBA_07_Na-Love_DG__215,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,I'll buy it.,I go get am.,IBA_07_Na-Love_DG__216,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp369,"Then, the thing is that I haven't paid tuition.","Den, di tin be sey I never pay school fees o.",IBA_07_Na-Love_DG__217,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp369,There's the hostel fee too.,Hostel dey dere.,IBA_07_Na-Love_DG__218,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp369,I don't have money now.,I no get money now.,IBA_07_Na-Love_DG__219,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,"Babe, what now?","Babe, wetin now?",IBA_07_Na-Love_DG__220,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,Is it conditional love you want to give?,Na conditional love you wan give me?,IBA_07_Na-Love_DG__221,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp369,No!,No now.,IBA_07_Na-Love_DG__222,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp369,"Aha, that's what my boyfriend does and since you said that you want... you want me to be with you...","Ah na wetin my boyfriend dey do be dat now, and since you say you wan, you wan make I follow you...",IBA_07_Na-Love_DG__223,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,Aha!,Ah!,IBA_07_Na-Love_DG__224,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,"Man, that guy is a thief, that, that guy is a thief.","Guy, dat one na thief o, da-... dat guy na thief o.",IBA_07_Na-Love_DG__225,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,Where does he get the money?,Where im dey see di money?,IBA_07_Na-Love_DG__226,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp369,He's not a thief.,No be thief now.,IBA_07_Na-Love_DG__227,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,Aha!,Ah!,IBA_07_Na-Love_DG__228,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp369,No.,No o.,IBA_07_Na-Love_DG__229,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp369,"I, I don't know.","Me, I no know.",IBA_07_Na-Love_DG__230,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,"It seems like... it seems like this love... this love, I'll take it seriously.","E be like sey, e be like sey dis love, dis love, I go hang am o.",IBA_07_Na-Love_DG__231,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp369,But you give it to me.,So but you dey give me sha.,IBA_07_Na-Love_DG__232,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp369,"And you see that my hair, I need another style.","And you see sey my hair, I need to make another one.",IBA_07_Na-Love_DG__233,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp369,We'll go on.,We go resume.,IBA_07_Na-Love_DG__234,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,Forget it.,Forgeti.,IBA_07_Na-Love_DG__235,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,I do two hundred naira hair too.,Na two hundred naira hair me sef dey barb ah.,IBA_07_Na-Love_DG__236,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp369,Ah!,Ah!,IBA_07_Na-Love_DG__237,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp369,Mine is more than two hundred naira.,My hair pass two hundred naira o.,IBA_07_Na-Love_DG__238,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,"Babe, you, you are getting too expensive for me, please.","Babe you, you don dey too expensive for me jare ah.",IBA_07_Na-Love_DG__239,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,"Tuition, I haven't gotten to pay tuition either.","School fees, me sef never see money pay school fees.",IBA_07_Na-Love_DG__240,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,"But babe, you know that I love you, yeah.","But babe, you know sey I love you ehn.",IBA_07_Na-Love_DG__241,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,Do you love me too?,Shey you self love me?,IBA_07_Na-Love_DG__242,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,"Let's forget about material things, yeah.",Moh forget about material tins ehn.,IBA_07_Na-Love_DG__243,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,"Pure love, let's show pure love first.","Pure love, moh follow pure love first eh.",IBA_07_Na-Love_DG__244,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,Other things will follow.,Oda tins go follow.,IBA_07_Na-Love_DG__245,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp369,Okay.,Okay.,IBA_07_Na-Love_DG__246,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,Trust me!,Trust me.,IBA_07_Na-Love_DG__247,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,"This hair that you want to plait, plait it.","Dis hair wey you wan make, make am.",IBA_07_Na-Love_DG__248,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,Just write it down.,Just write am somewhere.,IBA_07_Na-Love_DG__249,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,"This tuition that you want to pay, pay it.","Dis school fees wey you wan pay, pay am.",IBA_07_Na-Love_DG__250,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,I'll give it to you later.,I go give you later.,IBA_07_Na-Love_DG__251,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp369,You'll give it to me later?,You go give me later?,IBA_07_Na-Love_DG__252,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,"Anything you want to buy, buy it.","Anyting wey you wan buy, buy am.",IBA_07_Na-Love_DG__253,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,"I'll give you, I'll settle it for you now.","I go give you, I go settle you now.",IBA_07_Na-Love_DG__254,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp369,"Okay, anyways, I'm hungry now.","Okay anyway sha, but I dey hungry now o.",IBA_07_Na-Love_DG__255,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,"Aha, you're hungry?",Ah you dey hungry?,IBA_07_Na-Love_DG__256,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,I'm hungry too.,"Me sef, dey hungry o.",IBA_07_Na-Love_DG__257,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp369,Let's go buy food.,Moh we go buy food.,IBA_07_Na-Love_DG__258,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,It seems like... it seems like...,"E be like sey, e be like sey...",IBA_07_Na-Love_DG__259,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
Sp368,"Tedder hasn't opened, Tedder hasn't opened.","Tedder never come, Tedder never come.",IBA_07_Na-Love_DG__260,http://naijasyncor.huma-num.fr/carte/mp3/IBA_07_Na-Love_DG.wav
